"STATISTIC","Statistic Label","TLIST(A1)","Year","C04253V05027","Hazardousness","C04251V05025","Waste Category","C04252V05026","Waste Management Operation","UNIT","VALUE"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","36"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","260","Rubber wastes[W073]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","-","All Waste treatment[TRT]","Tonnes","9632"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","9632"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","270","Plastic wastes[W074]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","280","Wood wastes[W075]","-","All Waste treatment[TRT]","Tonnes","155017"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","280","Wood wastes[W075]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","280","Wood wastes[W075]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","280","Wood wastes[W075]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","280","Wood wastes[W075]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","280","Wood wastes[W075]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","280","Wood wastes[W075]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","155017"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","280","Wood wastes[W075]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","280","Wood wastes[W075]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","290","Textile wastes[W076]","-","All Waste treatment[TRT]","Tonnes","10677"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","290","Textile wastes[W076]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","290","Textile wastes[W076]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","290","Textile wastes[W076]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","290","Textile wastes[W076]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","290","Textile wastes[W076]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","290","Textile wastes[W076]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","10677"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","290","Textile wastes[W076]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","290","Textile wastes[W076]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","310","Waste containing PCB[W077]","-","All Waste treatment[TRT]","Tonnes","0"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","310","Waste containing PCB[W077]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","310","Waste containing PCB[W077]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","310","Waste containing PCB[W077]","120","Disposal - incineration (D10)[DSP_I]","Tonnes","0"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","310","Waste containing PCB[W077]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","310","Waste containing PCB[W077]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes","0"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","310","Waste containing PCB[W077]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","310","Waste containing PCB[W077]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","310","Waste containing PCB[W077]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","320","Discarded equipment (except discarded vehicles and batteries and accumulators waste) (W08 except W081, W0841)[W08A]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","330","Discarded vehicles[W081]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","330","Discarded vehicles[W081]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","330","Discarded vehicles[W081]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","330","Discarded vehicles[W081]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","330","Discarded vehicles[W081]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","330","Discarded vehicles[W081]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","330","Discarded vehicles[W081]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","330","Discarded vehicles[W081]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","330","Discarded vehicles[W081]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","340","Batteries and accumulators wastes[W0841]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","340","Batteries and accumulators wastes[W0841]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","340","Batteries and accumulators wastes[W0841]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","340","Batteries and accumulators wastes[W0841]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","340","Batteries and accumulators wastes[W0841]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","340","Batteries and accumulators wastes[W0841]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","340","Batteries and accumulators wastes[W0841]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","340","Batteries and accumulators wastes[W0841]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","340","Batteries and accumulators wastes[W0841]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","-","All Waste treatment[TRT]","Tonnes","796116"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes","56"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes","56"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes","0"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes","796060"
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","350","Animal and vegetal wastes (subtotal, W091+W092+W093)[W09]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","360","Animal and mixed food waste[W091]","170","Recovery - backfilling[RCV_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","-","All Waste treatment[TRT]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","100","Disposal - landfill and other (D1-D7, D12)[DSP_L_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","110","Disposal - landfill (D1, D5, D12)[DSP_L]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","120","Disposal - incineration (D10)[DSP_I]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","130","Disposal - other (D2-D4, D6-D7)[DSP_OTH]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","140","Recovery - energy recovery (R1)[RCV_E]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","150","Recovery - recycling and backfilling (R2-R11)[RCV_R_B]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","160","Recovery - recycling[RCV_R]","Tonnes",""
"GWA02","Waste treated","2004","2004","-","Hazardous and non-hazardous - Total[HAZ_NHAZ]","370","Vegetal wastes[W092]","170","Recovery - backfilling[RCV_B]","Tonnes",""
